address,city,state,country,hotel_star_rating,latitude,longitude,pageurl,property_id,property_name,room_type,uniq_id
KHIRSU. 246147 Pauri. India – Great location -,pauri,Uttarakhand,India,,30.12374875,78.79377365,http://www.booking.com/hotel/in/khirsu-by-gmvn.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1742658,Khirsu By GMVN,Economy Double Room,a5ea72415f8007fcbe65759830fdd3d9
Kaathadimattam. Balacola Post. NEAR Siva Tea Factory. Ooty. 643203 Ooty. India – Great location -,ooty,Tamil Nadu,India,3 stars,11.32959492,76.68673217,http://www.booking.com/hotel/in/global-village-ooty.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755986,Global Village Ooty,British Empire Chalet,7e0b055417271bbd9dae902f3e231ed4
PIPALKOTI. 246472 Pīpalkoti. India – Show map,pīpalkoti,Uttarakhand,India,,30.42953964,79.42811608,http://www.booking.com/hotel/in/trh-pipalkoti.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1741747,TRH Pipalkoti,Economy Double Room,72c0af09827bbb620365aa5df523ba1d
1 KARIYIL HOUSE KUMARAKOM NORTH PO KOTTAYAM. 686563 Kumarakom. India – Show map,kumarakom,Kerala,India,,9.616056772,76.42826915,http://www.booking.com/hotel/in/swasti-house-boat-2.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1747392,Swasti house boat 2,Deluxe Room,eb6fd33d99aa4a8088caa8f3ecb08275
Kavanattinkara. 686563 Kumarakom. India – Show map,kumarakom,Kerala,India,,9.632854358,76.42356992,http://www.booking.com/hotel/in/amrutham-houseboat-2.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1744962,Amrutham Houseboat 2,Mobile Home,0814d9af7ad808863c04db8f30437c57
15 A Arani House Ooty. 643002 Ooty. India – Show map,ooty,Tamil Nadu,India,,11.41345965,76.7185995,http://www.booking.com/hotel/in/the-hill-side.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1756349,The Hill Side,Standard Room in Apartment,cd2caff07410c06831e50a5ed0807f6c
Near White Meadows Resorts Prini. Manali Distt. Kullu (H.P.). 175131 Manāli. India – Show map,manāli,Himachal Pradesh,India,2-star hotel,32.22145595,77.19583422,http://www.booking.com/hotel/in/mountain-face.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1737428,Hotel Mountain Face,Budget Double Room,e7482ae06a72dee32708e226d5dcf73d
Near Railway Station Near Railway Station. 249401 Haridwār. India – Great location -,haridwār,Uttarakhand,India,,29.94695888,78.15648895,http://www.booking.com/hotel/in/rahi-motel-haridwar.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1742655,Rahi Motel Haridwar,Economy Double Room,afe4c16fa1512557020acaa51ff744ef
1 KARIYIL HOUSE KUMARAKOM NORTH PO KOTTAYAM. 686563 Kumarakom. India – Show map,kumarakom,Kerala,India,3-star hotel,9.617156891,76.42783999,http://www.booking.com/hotel/in/swasti-house-boat-4.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1747391,Swasti house boat 4,Deluxe Room,b0ac79ef7273575d5ce09de1c8f29db0
,pura raghunāth,Uttar Pradesh,India,5-star hotel,25.26320407,82.8412192,http://www.booking.com/hotel/in/sanjay-motels-i-pvt-ltd.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Superior Double Room,4e8b622d006998420ab908936ce6d7c7
Upper Cart Road. Next to Birla's House. Mangal Dara. 734301 Kalimpong. India – Great location -,kalimpong,West Bengal,India,,27.05979041,88.45860958,http://www.booking.com/hotel/in/the-gaff-in-kalimpong-deluxe.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1735523,The Gaff in Kalimpong-Deluxe,Deluxe Apartment,7d3b623c62754e7c331c3ad815d28fd1
TC 68/1883-1 Koprapura Road. Pachalloor Bye Pass. 695027 Tiruvallam. India – Show map,tiruvallam,Kerala,India,,8.427137365,76.96108192,http://www.booking.com/hotel/in/oceana-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1736869,Oceana Homestay,Deluxe Double Room,f415fd9766136d5156b9a05d187c8044
Trinity House. No. 773. 3rd stage. 3rd cross. Gokulam. 570002 Mysore. India – Great location -,mysore,Karnataka,India,,12.33602952,76.63064182,http://www.booking.com/hotel/in/varsha-enclave-trinity-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1747929,Varsha Enclave- Trinity House,Studio with Balcony,fc70de8863617ed5c707e35631b95c83
Opp. Vishal Mega Mart. Old Ranipur More. 249407 Haridwār. India – Great location -,haridwār,Uttarakhand,India,2-star hotel,29.93724304,78.13998252,http://www.booking.com/hotel/in/grand-haridwar.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1740370,Grand Hotel,Deluxe Double Room,1f64ffd8607a0d8c65394690929220fb
Coonoor Road. Beside Eye Hospital. 643001 Ooty. India – Show map,ooty,Tamil Nadu,India,1-star hotel,11.40319815,76.71464927,http://www.booking.com/hotel/in/blue-bird-ooty.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1745624,Hotel Blue Bird,Deluxe Double Room with Bath,56d39d34f2697247c00df091dd743c92
At Post Ganpatipule. Prachin Konkan Road. 415615 Ganpatipule. India – Show map,ganpatipule,Maharashtra,India,1-star hotel,17.14958281,73.27330068,http://www.booking.com/hotel/in/center-point-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755130,Center Point Residency,Budget Double Room,43a188c462d1156ff79fe3e5803ddd0a
NH 49. Kochi - Madurai. Iruttukanam Near Elephant Camp. 685561 Munnar. India – Great location -,munnar,Kerala,India,,10.01809106,77.01049492,http://www.booking.com/hotel/in/mistletoe-homestay-amp-cafe.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1748144,Mistletoe Homestay & Cafe,Deluxe Double Room with Extra Bed,58aa8bba704b4d05937cc02945c497c7
,gurgaon,Haryana,India,5-star hotel,28.45279485,77.04236761,http://www.booking.com/hotel/in/bax-by-soulvaas.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Deluxe Double Room with Extra Bed,407dd30684b8495e8d858dd35c4a2aad
Keerikara PO.Thekkady keerikara. 685533 Vandiperiyār. India – Show map,vandiperiyār,Kerala,India,,9.612581256,77.06952496,http://www.booking.com/hotel/in/harithavanam-farm-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1745587,Harithavanam Farm House,Deluxe Room,0fed77f6aba71ad44a2f1e93f6ce2f43
92 Barog. District Solan. National Highway. 173211 Solan. India – Show map,solan,Himachal Pradesh,India,,30.88878834,77.07588672,http://www.booking.com/hotel/in/ellays-dream-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1756328,Ellays Dream Resort,Standard Double Room,6c7f385d9d44f9c30bb2d0a8b33e38fa
8433. Arya Nagar. Street No. 1. Behind Bank Of India. Pahar Ganj. Paharganj. 110055 New Delhi. India – This neighbourhood is a great choice for travellers interested in city trips. sightseeing. and shopping – Check location Show map,new delhi,Delhi NCR,India,3-star hotel,28.64556081,77.21303657,http://www.booking.com/hotel/in/swisston-inn-new-delhi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1743072,Swisston Inn,Budget Double Room,39b7cae5995290c5b6ce7943324a6fe6
Kasturba Road. Near Matheran Market. 410102 Mātherān. India – Great location -,mātherān,Maharashtra,India,2-star hotel,18.98533639,73.26979637,http://www.booking.com/hotel/in/premdeep.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1756188,Hotel Premdeep,Deluxe Single Room,e914e1fc861cfaf9fba1d19746b10074
Sun Acre Ketti-Palada Road. 643215 Ketti. India – Show map,ketti,Tamil Nadu,India,,11.36269936,76.72899641,http://www.booking.com/hotel/in/the-clive-and-curzon.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755967,The Clive and Curzon,Superior Queen Room,4fe768fd574314004e274e435b0d4f8e
,jaipur,Rajasthan,India,3-star hotel,26.91543149,75.70621043,http://www.booking.com/hotel/in/khandakamahal.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Superior Queen Room,4e117c2bb434b3fc09efee257e379057
,ganeshgudi,Karnataka,India,4 stars,15.33834972,74.51422047,http://www.booking.com/hotel/in/nature-nest-dandeli.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Deluxe Single Room,5a106afbcc3efbb1c54fc78849fc476f
10 Duraisamy Reddy Street West Tambaram near passport office. 600045 Tambaram. India – Show map,tambaram,Tamil Nadu,India,,12.92966874,80.1198256,http://www.booking.com/hotel/in/grand-parkway.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1737908,Grand Parkway,Deluxe Twin Room,67f1701cdae5a4f8bd02334030fa3022
Ring Road. Laxminagar. 415523 Phaltan. India – Show map,phaltan,Maharashtra,India,2-star hotel,17.98374349,74.43491925,http://www.booking.com/hotel/in/aaryamaan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1737347,Hotel Aaryamaan,Deluxe King Suite,cd5c6f504a77c63c23734049f67dc99b
8177/8178. Arakashan Road. Pahar Ganj. New Delhi. Delhi 110055. Paharganj. 110055 New Delhi. India – This neighbourhood is a great choice for travellers interested in city trips. sightseeing. and shopping – Check location Show map,new delhi,Delhi NCR,India,2-star hotel,28.6458456,77.21589301,http://www.booking.com/hotel/in/white-house-tourist-lodge.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1739054,White House Tourist Lodge,Deluxe Double Room,ee477db544e723c91d81e52cc9586c55
TC 68/1883-1 Koprapura Road. Pachalloor Bye Pass. 695027 Tiruvallam. India – Show map,tiruvallam,Kerala,India,,8.427137365,76.96108192,http://www.booking.com/hotel/in/oceana-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1736869,Oceana Homestay,Deluxe Double Room,538274ff1e5ddd70b41282e2cd784271
Opp. C.I.M.F.R. Surya Vihar Colony. Bartand. 826001 Dhanbād. India – Show map,dhanbād,Jharkhand,India,3-star hotel,23.81106407,86.43330068,http://www.booking.com/hotel/in/s-g-international-dhanbad.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1738305,Hotel S G International,Deluxe Room,96a57c5bb03d539db6d6a919b2f89e0e
Jaisalkot Kuldhara Turn. Off Sam Road. Jaisalmer. Rajasthan. 345001 Dedha. India – Show map,dedha,Rajasthan,India,5-star hotel,26.90747431,70.79060349,http://www.booking.com/hotel/in/jaisalkot.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1735618,Hotel Jaisalkot,Family Suite,d64f14a7451802d4fc347ba80a9f6d01
Bypass Road. Tharakandam Complex. Chottanikkara Mulanthuruthy Rd.Thrippunithura. 682312 Chottanikara. India – Show map,chottanikara,Kerala,India,,9.932860567,76.38895065,http://www.booking.com/hotel/in/lotus-tourist-home.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1746730,Lotus Tourist Home,Budget Double Room,ca8103b4e3612fafc4fd1c2772d7a0da
8433. Arya Nagar. Street No. 1. Behind Bank Of India. Pahar Ganj. Paharganj. 110055 New Delhi. India – This neighbourhood is a great choice for travellers interested in city trips. sightseeing. and shopping – Check location Show map,new delhi,Delhi NCR,India,3-star hotel,28.64556081,77.21303657,http://www.booking.com/hotel/in/swisston-inn-new-delhi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1743072,Swisston Inn,Budget Double Room,9ded3231fc80823a0e4dd775151323ee
313/B.Shindewadi.milkat no.594 Next to neera River. 412801 Shirwal. India – Show map,shirwal,Maharashtra,India,3-star hotel,18.17251575,73.95371625,http://www.booking.com/hotel/in/vegas.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1758769,Hotel Vegas,Premium Double Room,e8d5d3f0fc6ada88e4f535c6f129f9ee
92 Barog. District Solan. National Highway. 173211 Solan. India – Show map,solan,Himachal Pradesh,India,,30.88878834,77.07588672,http://www.booking.com/hotel/in/ellays-dream-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1756328,Ellays Dream Resort,Standard Double Room,e52984ad3d8aaab5c1e8e445cba7cb0a
Jaipur Road. Opp. Traffic Police Thana. Hanumangarh Town. 335513 Hanumāngarh. India – Show map,hanumāngarh,Rajasthan,India,3-star hotel,29.58192471,74.3230167,http://www.booking.com/hotel/in/singla.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1739709,Singla Hotel,Deluxe Room,1ceed77df41658648c5315d8e7550845
No 66. Gokulam Road. Jayalakshmipuram Near BM Habitat Mall. 570012 Mysore. India – Show map,mysore,Karnataka,India,,12.32164937,76.62168807,http://www.booking.com/hotel/in/mangrove-suites.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1736190,Mangrove Suites,Superior Twin Room,f9f9954e0b334a51c81271ce8bad194c
