address,city,state,country,hotel_star_rating,per_day_price,latitude,longitude,pageurl,property_id,property_name,room_type,uniq_id
Near R-Mall.Big Bazar. near mulund check naka. L.B.S. Marg. Mumbai. 400080. 400080 Thane. India – Show map,thane,Maharashtra,India,,3133,19.184617,72.954412,http://www.booking.com/hotel/in/vista-rooms-at-mulund-check-naka.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1691752,Vista Rooms at Mulund Check Naka,Deluxe King Studio,da5d9bab3352c09c934d365fdf94381b
,hyderabad,Telangana,India,,3245,17.40490279,78.47433262,http://www.booking.com/hotel/in/vista-rooms-near-nectar-garden.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Standard Double Room,214f8d1fd031ea94093f11204cfb9cd5
Opp. Vapi Industrial Associaton Ground. Gidc. 396195 Vapi. India – Great location -,vapi,Gujarat,India,,4267,20.36486544,72.92361975,http://www.booking.com/hotel/in/silver-leaf-vapi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1640631,Hotel Silver Leaf,Deluxe Double Room,3d275b9f9c4eaeda7757e3cd38a8c7ad
Near Mali Mandir. Choti Basti. 305022 Pushkar. India – Great location -,pushkar,Rajasthan,India,2-star hotel,749,26.48990901,74.55544353,http://www.booking.com/hotel/in/kanhaia-haveli.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,484940,Kanhaia Haveli,Standard Double Room,7127b67a0fdae8758a04df0e7071bddc
B-2nd Floor. Opposite Essar Petrol PumpSarkhej. 380010 Sarkhej. India – Show map,sarkhej,Gujarat,India,,3829,22.98762,72.483238,http://www.booking.com/hotel/in/oyo-rooms-sarkhej-ahmedabad.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1663252,OYO Rooms Sarkhej Ahmedabad,Economy Single Room,5f1b3555450574a747c5f9f59dfba089
,kalpatta,Kerala,India,1 stars,499,11.59098919,76.09284282,http://www.booking.com/hotel/in/ivory-grande.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Luxury Double Room,7e4a2856f82becb32edc3f09c766f2e1
3-5-919 To 925. Main Road. Opposite Axis Bank Himayatnagar Hyderabad. 500029 Hyderabad. India – Show map,hyderabad,Telangana,India,,3398,17.4,78.48,http://www.booking.com/hotel/in/oyo-rooms-residency-himayat-nagar.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1663184,OYO Rooms Residency Himayat Nagar,Single Room with Mountain View,96ddf6b186706ef26935e56e052e0a2f
313/B.Shindewadi.milkat no.594 Next to neera River. 412801 Shirwal. India – Show map,shirwal,Maharashtra,India,2 stars,549,18.17251575,73.95371625,http://www.booking.com/hotel/in/vegas.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1758769,Hotel Vegas,Premium Double Room,823fada7ac4c6602f0a9dec5f6f4a9e1
Nagaon Bandar Road. Next to swarajya cottage Nagaon 402201. 402201 Nāgaon. India – Great location -,nāgaon,Maharashtra,India,2-star hotel,699,18.61279118,72.90053884,http://www.booking.com/hotel/in/bougainvillea.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1764746,Bougainvillea,Family Room,ba652e42c8230af62283031fe866f95b
Hotel Krishna.Temple road. Macleodganj. Dharamshala. Distt. Kangra. Himachal Pradesh - INDIA Pin - 176219. 176219 Dharamshala. India – Show map,dharamshala,Himachal Pradesh,India,,3270,32.234991,76.32453,http://www.booking.com/hotel/in/vista-rooms-at-macleodganj.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1691731,Vista Rooms at Macleodganj,Premium Double Room,f1c43c13efb4d6ed4da48e7944bcca2a
Near Railway Station .Sayaji Gunj. Vadodara. Gujarat Sayaji gunj Vadodara. 390005 Vadodara. India – Show map,vadodara,Gujarat,India,,3444,22.3092,73.1848,http://www.booking.com/hotel/in/oyo-rooms-sayajigunj-1.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1663147,OYO Rooms Sayajigunj 1,Two-Bedroom Apartment,71a7b4380d2ea8333bcca097855bb0ca
,noida,Uttar Pradesh,India,3-star hotel,899,28.57198748,77.39454941,http://www.booking.com/hotel/in/redox.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Premier Suite,9434bcb8ae5a956f9e4faa6f4937e21c
Upli Badi. Near Badi Lake.Nathwaton Ka Gurha. 313001 Udaipur. India – Show map,udaipur,Rajasthan,India,,1853,24.61759867,73.63175511,http://www.booking.com/hotel/in/shree-siddh-farm.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1484354,Shree Siddh Farm,Deluxe Double Room,e6ff08a04f325781a822c3615f7b3de1
JAS . N . H . Byepass . Opp : Decathlon Sports . Vyttila . COCHIN -682019 . KERALA. Ernakulam. 682019 Cochin. India – This neighbourhood is a great choice for travellers interested in nature. shopping for clothes. and scenery – Check location Show map,cochin,Kerala,India,4-star hotel,1839,9.960085287,76.31824348,http://www.booking.com/hotel/in/palm-grove-villa.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1847830,Palm Grove Villa,Standard Double Room with Fan,e2470087ebf4fcff6821d26cc7a0915a
21. T.S. R.. Big Street. 612001 Kumbakonam. India – Show map,kumbakonam,Tamil Nadu,India,,2340,10.96075244,79.37570572,http://www.booking.com/hotel/in/ark-international.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1496119,Hotel ARK International,Deluxe Double Room,891b0e36ee33f6cfaa591885c8916f00
Hotel High Point.No.9. Manghalam Towers. Reynolds Road. Cantonment. Tiruchirappalli. Tamil Nadu 620001. 620001 Tiruchchirāppalli. India – Show map,tiruchchirāppalli,Tamil Nadu,India,,3296,10.807332,78.681625,http://www.booking.com/hotel/in/vista-rooms-at-reynolds-road.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1691797,Vista Rooms at Reynolds Road,Deluxe Double Room,de4cf6dc5311e617148282cea7b18011
2. Inner Circle Road Bistupur. 831001 Jamshedpur. India – Show map,jamshedpur,Jharkhand,India,,2110,22.79897463,86.18028224,http://www.booking.com/hotel/in/fortune-park-centre-point.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1478831,Fortune Park Centre Point,Deluxe Double Room,1f9d3583a88ce91a19b844bcd61c43f5
#497/498. 8th B Cross. Asha Township. Phase I.Doddagubbi.Hennur main Road. 560077 Bayappanhalli. India – Show map,bayappanhalli,Karnataka,India,3-star hotel,899,13.06329672,77.67391786,http://www.booking.com/hotel/in/kaitlyns-hospitality.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,505872,Kaitlyns Hospitality,Standard Suite,82b553c3403150350062a8ead288bcaa
Shiv Road near sbbj bank. 345001 Jaisalmer. India – Great location -,jaisalmer,Rajasthan,India,2-star hotel,699,26.91089858,70.91070369,http://www.booking.com/hotel/in/parshvnath.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1763721,Hostel Parshvnath,Double or Twin Room with Bathroom,fc109fcc5e108bf97e938bda8943b52d
Near Anand Dham. Tapovan. Laxman Jhula . 249192 Rishīkesh. India – Show map,rishīkesh,Uttarakhand,India,3-star hotel,899,30.12771117,78.3253473,http://www.booking.com/hotel/in/welcome.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,499399,Hotel Welcome,Deluxe Double Room,b45c48651a0669cf6058dd3411ef2202
C-1077. Sushant Lok Phase-1. Gurgaon. 122002 Gurgaon. India – Show map,gurgaon,Haryana,India,,2644,28.45973131,77.08508044,http://www.booking.com/hotel/in/sks-hospitality.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1489019,SKS Hospitality,Deluxe Double Room,50c3f006ce1685d7a9af3927ec46def9
Hotel Rahi Opp Bhaktidham Peth Naka Panchavti Nashik. 422003 Nashik. India – Show map,nashik,Maharashtra,India,3-star hotel,1199,19.99748103,73.78980766,http://www.booking.com/hotel/in/rahi-nashik.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,556901,Hotel Rahi Nashik,Deluxe Double Room with Fan,0ee4b08fca492e08741131874986a490
,pondicherry,Pondicherry,India,3-star hotel,899,11.94444116,79.80487743,http://www.booking.com/hotel/in/coramandal-heritage.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Deluxe Double Room,b80888bb5d61a716388bd64a8ffbe56b
Vythiri.Lakkidi . 673676 Vythiri. India – Show map,vythiri,Kerala,India,,1759,11.525495,76.022654,http://www.booking.com/hotel/in/oyo-rooms-vythiri-lakkidi-post.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1829640,OYO Rooms Vythiri Lakkidi Post,Superior Double or Twin Room,b4bb4237e4e276a41b4608cc4b17f63f
Survey No 176/1. Varca Village Salcete Taluka. . 403721 Varca. India – Great location -,varca,Goa,India,3 stars,899,15.22387073,73.93282771,http://www.booking.com/hotel/in/club-mahindra-varca-beach-goa.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,483813,Club Mahindra Varca Beach. Goa,Executive Double Room,7a6f63dcef44f157f371ef2ada069999
Near Munnar Catering College Munnar. 685612 Munnar. India – Show map,munnar,Kerala,India,,4288,10.08920588,77.06362814,http://www.booking.com/hotel/in/capithans-bungalow.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1635942,Capithans Bungalow,Deluxe Double Room (2 Adults + 1 Child),4fe0bb4a9778c3620c8ce787aad479d6
,mumbai,Maharashtra,India,3 stars,899,19.17949865,72.85428062,http://www.booking.com/hotel/in/residency-sarovar-portico.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Standard Double or Twin Room,4be7c3cf93affce32c670ae0c2c98269
Opp. Saj Hotel. Panchgani - Mahabaleshwar Road. 412806 Mahābaleshwar. India – Show map,mahābaleshwar,Maharashtra,India,3-star hotel,1059,17.9277743,73.6924916,http://www.booking.com/hotel/in/hirkani-garden-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,551387,Hirkani Garden Hotel,Super Deluxe Double Room,e96f97f5f5e59f293434c7e40d62b274
,calangute,Goa,India,1-star hotel,499,15.55118934,73.77336234,http://www.booking.com/hotel/in/palm-tree-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Budget Double Room,c5b3b28b956b3626aed6b21afe7fa141
Plot no 198 ETararani Chouk. Kawala Naka. 416003 Kolhapur. India – Great location -,kolhapur,Maharashtra,India,,3789,16.70707,74.248683,http://www.booking.com/hotel/in/oyo-rooms-tararani-chowk-kolhapur.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1663081,OYO Rooms Tararani Chowk Kolhapur,Double Room with Mountain View,9cea9b064e49d081de5b34887880043a
2nd Tito's Lane. Baga. 403516 Baga. India – Show map,baga,Goa,India,2 stars,549,15.55684454,73.7537227,http://www.booking.com/hotel/in/rezos.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1759288,Hotel Rezos,Superior Deluxe Double or Twin Room,98e3d3ad31c57b4b59b79656e037400d
Near. Geeta Ashram. Hanuman Chowk. Bhaskar Mohalla. Amar Sagar Pol. 345001 Jaisalmer. India – Show map,jaisalmer,Rajasthan,India,,2049,26.91772474,70.90924054,http://www.booking.com/hotel/in/stayvista-rooms-at-geeta-ashram-jaisalmer.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1490551,Vista Rooms At Geeta Ashram,Superior Double Room,45336f9ab67f7e99ad78443010bf1a13
Opp.Srikalahasti Railway Station Main Entrance.. 517644 Srikalahasti. India – Show map,srikalahasti,Andhra Pradesh,India,,2336,13.74522604,79.68453795,http://www.booking.com/hotel/in/gk-towers.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1486607,GK Towers,Standard Double Room with Fan,ec71d8102292b218c3898eb6c9acf944
Piyadarshini Hotel Station Road. 583201 Hospet. India – Show map,hospet,Karnataka,India,,4045,15.27881664,76.38864219,http://www.booking.com/hotel/in/priyadarshini-pride.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1633863,Hotel Priyadarshini Pride,Superior King Room,d94324e2c76955ea7f6fa2a914a2ca7d
Valiyaparamb Colony. Meenkunnu Beach. Azhikode. 670009 Kannur. India – Show map,kannur,Kerala,India,2 stars,549,11.910015,75.32270685,http://www.booking.com/hotel/in/suchee-39-s-cliff-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1759409,Suchee's Cliff House,Budget Single Room,143477632ff0d9e3b18178a6b6335441
,gurgaon,Haryana,India,3-star hotel,999,28.45279485,77.04236761,http://www.booking.com/hotel/in/oravel-dagar-inn.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Deluxe Suites,92db83849c4b403e104716b9d3dfbb25
