address,city,state,country,hotel_star_rating,per_day_price,latitude,longitude,pageurl,property_id,property_name,room_type,uniq_id
Plot No.127 Noida-Khoda Road (Opp- Unitech global business Park) Sector -62. 201309 Noida. India – Show map,noida,Uttar Pradesh,India,,4262,28.62096101,77.35490263,http://www.booking.com/hotel/in/ascent-biz.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1640594,Hotel Ascent Biz,Superior King Room,a93818d9ebbdc4e1b38334a70034fae1
Kumarhatti. 173229 Solan. India – Show map,solan,Himachal Pradesh,India,,1996,30.90209582,77.09329605,http://www.booking.com/hotel/in/millenium-2000-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1489366,Millenium 2000 Resort,Standard Double Room,c6cc584929f5d08dc5275a9082483b3f
Sadhu Bela Road. Near Chitra Cinema. 249401 Haridwār. India – Show map,haridwār,Uttarakhand,India,3-star hotel,1199,29.94764648,78.15770924,http://www.booking.com/hotel/in/chitra-grand.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,554825,Chitra Grand,Deluxe Double Room,3a3905ff359054c9e73a49e8719d2c3e
Veshvi. Post - Gondhalpada. Near Krushiwal Press. 402209 Alibaug. India – Show map,alibaug,Maharashtra,India,,2294,18.65567864,72.88740188,http://www.booking.com/hotel/in/maple-ivy.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1487799,Maple IVY,Superior Double or Twin Room,c8f2cc3e7cff926bc19b146c977d2d1a
Hotel Lords INN.South Tukoganj. Tukoganj. Indore. Madhya Pradesh 452001. 452001 Indore. India – Show map,indore,Madhya Pradesh,India,,3290,22.720089,75.876726,http://www.booking.com/hotel/in/vista-rooms-at-tukoganj.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1691655,Vista Rooms at Tukoganj,Standard Double Room,2746c8a5b61c22b94c08197836d8f017
No 448/388. SRK Tower. 3rd Floor Above Big Bazzar. Near IIMB and Apollo. Fortis Hospital. 560076 Bangalore. India – Show map,bangalore,Karnataka,India,5-star hotel,6599,12.89758204,77.59964393,http://www.booking.com/hotel/in/sri-sai-suites.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1838333,Sri Sai Suites,Deluxe King Room,6c51e1ea12a4f14094c149ec23444fb2
26-6-8 Papiah Street. Gandhi Nagar. 520003 Vijayawāda. India – Show map,vijayawāda,Andhra Pradesh,India,4-star hotel,1299,16.51525116,80.62409297,http://www.booking.com/hotel/in/southern-grand.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,572273,Hotel Southern Grand,Deluxe Double Room,c212aabc427f7b65f188e9103422eefd
12/2 Adichunchangiri Road Kuvempunagar. 570023 Mysore. India – Show map,mysore,Karnataka,India,,4526,12.29355231,76.63265347,http://www.booking.com/hotel/in/mysore-homes.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1640494,Mysore Homes,Holiday Home,0c42953a48fc0fcd097c9edeff0457d4
NH-21 VPO- Bhud.Tehsil Baddi.Solan. 173205 Baddi. India – Show map,baddi,,India,,1898,30.95467431,76.76951051,http://www.booking.com/hotel/in/apex-baddi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1485259,Apex Hotel,Single Room with Bathroom,eed34fd73fdb47204388754977fe0965
VIP Road. Kaikhali. 700052 Kolkata. India – Show map,kolkata,West Bengal,India,3-star hotel,899,22.63118769,88.43394008,http://www.booking.com/hotel/in/o2-oxygen.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,499830,Hotel O2 Oxygen,Super Deluxe Double Room,6a26e583cf3ae70010be782d929470f5
6.SADHU VASWANI ROAD.OPPOSITE GPO.. 411001 Pune. India – Show map,pune,Maharashtra,India,,4420,18.5202002,73.87584955,http://www.booking.com/hotel/in/ritz-pune.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1628077,Hotel Ritz,Budget Double Room,a0e841e3bf6e87b289cd6cbb1c357459
,kodaikānāl,Tamil Nadu,India,2-star hotel,699,10.244507,77.49084359,http://www.booking.com/hotel/in/la-flora-highland-paradise-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,,,Villa with Sea View,80bb2d4c1c5adc62b547c603e6b99afc
P.O Kumily By Pass Road.Opposite Periyar Coffee Plantation. 685509 Thekkady. India – Show map,thekkady,Kerala,India,2-star hotel,599,9.605655514,77.17124725,http://www.booking.com/hotel/in/mickey-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1745020,Mickey Homestay,Double Room,fd1cbe13ae66cdac0b34c45b66e71e09
Veshvi. Post - Gondhalpada. Near Krushiwal Press. 402209 Alibaug. India – Show map,alibaug,Maharashtra,India,,2461,18.65567864,72.88740188,http://www.booking.com/hotel/in/maple-ivy.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1487799,Maple IVY,Superior Double or Twin Room,b8d036c11b3cef3a4b60ea36f1566077
North Mada Street(near Soorya Foundation). Srinagar Colony. Saidapet. Chennai. 600015 Trumulldivayal. India – Show map,,,India,,4321,13.13691661,80.13610764,http://www.booking.com/hotel/in/14-square-saidapet.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1633544,14 Square Saidapet,Standard Double Room,49c1aa4e1e618d385b281f914b9e77fa
3. West Wing. 1st Floor. Framroz Court. Dada Saheb Phalke Marg. Dadar. Dadar. 400014 Mumbai. India – Show map,mumbai,Maharashtra,India,,2498,19.01284824,72.84239543,http://www.booking.com/hotel/in/city-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1485189,City Guest House,Standard Double Room,e4a136dea688e93f2661f18df117b815
At Post Gavane. Dist - Ratnagiri Off - Mumbai-Goa Highway. 416712 Lānja. India – Show map,lānja,Maharashtra,India,,4022,16.88606373,73.52508903,http://www.booking.com/hotel/in/jungle-book-konkan-guest-house-lanja.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1638438,Jungle Book Konkan Guest House,Bed in 6-Bed Male Dormitory Room,52938e2eace26863635f90de6e5888db
Old Station Road. Just off Railway Station(Exit from Platform no 4). 751006 Bhubaneshwar. India – Great location -,bhubaneshwar,Orissa,India,3-star hotel,1299,20.26457746,85.84375888,http://www.booking.com/hotel/in/grand-central.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,498119,Hotel Grand Central,Deluxe Double Room with Airport Pick up,46add769845fc7c5f8e0edd5fb6cf324
H.No.981/C. Tarchi Bhat. Siolim. Bardez. 403517 Siolim. India – Show map,siolim,Goa,India,,4014,15.6256096,73.76347303,http://www.booking.com/hotel/in/homestay-siolim.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1633735,Homestay Siolim,Double Room,d4636e0f0d94df743ce4db42553c86d0
6. Bansal Nagar. Near Pizza Hut. Fatehabad Road. Taj Ganj. 282001 Agra. India – This neighbourhood is a great choice for travellers interested in ancient landmarks. architecture. and monuments – Check location Show map,agra,Uttar Pradesh,India,3-star hotel,899,27.16089299,78.03566605,http://www.booking.com/hotel/in/kanha-continental.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,500479,Hotel Kanha Continental,Deluxe Double or Twin Room,8dc04df540aba3a5d61f32db44158226
5084. Arjun Dass Market Main Bazar. Pahar Ganj. Paharganj. 110055 New Delhi. India – This neighbourhood is a great choice for travellers interested in city trips. sightseeing. and monuments – Check location Show map,new delhi,Delhi NCR,India,3-star hotel,1059,28.6407649,77.21201465,http://www.booking.com/hotel/in/arjun-new-delhi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,536047,Hotel Arjun,Deluxe Double Room,ed5e2c4bbd1eb3e49e290314d890be3d
SBI Building.Godowlia. 221001 Varanasi. India – Show map,varanasi,Uttar Pradesh,India,5-star hotel,7149,25.308553,83.006421,http://www.booking.com/hotel/in/oyo-rooms-vishwanath-temple-godolia.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1829621,OYO Rooms Vishwanath Temple Godolia,Basic Triple Room,4cc505694695c6f8f48d1cdd272ef362
Camothi Waddo. 403515 Candolim. India – Great location -,candolim,Goa,India,3-star hotel,899,15.5195209,73.7649107,http://www.booking.com/hotel/in/resort-coqueiral.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,482780,Resort Coqueiral,Premium Double or Twin Room,6cc8fab57e7b5a8fec7cae02356dd159
Church Road(DPH).Near Dominos Pizza. 737101 Gangtok. India – Show map,gangtok,Sikkim,India,2-star hotel,749,27.3301,88.6112201,http://www.booking.com/hotel/in/white-conch-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,500707,White Conch Residency,Deluxe Double Room,3fd01c7a167c66f48b959e6dd62feb98
Hotel Royal Mirage Boutique (Morjim).Morjim. Vithal Das Waddo. Penem. Morjim. Goa-403512. 403512 Morjim. India – Show map,morjim,Goa,India,,3057,15.628795,73.729384,http://www.booking.com/hotel/in/vista-rooms-at-morjim-beach.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1691689,Vista Rooms at Morjim Beach,Standard Double Room,d5b17d72d582e2cc568156ca412aaf77
Near Gandhi Circle. Jain Temple Road. 471606 Khajurāho. India – Show map,khajurāho,Madhya Pradesh,India,2-star hotel,699,24.847179,79.92999393,http://www.booking.com/hotel/in/ramayana.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1782677,Hotel Ramayana,Standard King Room,ca7ade394432965e241c44ef083c9b21
No.5 old station road. G S T main road.Next to BMW show room Meenambakkam chennai. 600027 Chennai. India – Great location -,chennai,Tamil Nadu,India,,2716,12.98594724,80.17446488,http://www.booking.com/hotel/in/southern-comfort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1681782,Quality Inn Airport,Standard Double Room,6b79973466ab4ff131ce87249ec899ba
Strawberry Hill. Near Dal Lake. 176216 Dharamshala. India – Show map,dharamshala,Himachal Pradesh,India,3-star hotel,999,32.24982928,76.30378246,http://www.booking.com/hotel/in/asia-health-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,500641,Asia Health Resorts and Spa,Super Deluxe Double Room,8620d07a620a7b5f1e1a2da042b99e16
NH-58 Badrinath Rishikesh Haridwar highway opposite baba balak nath mandir near Syndicate bank Tapovan. 249192 Rishīkesh. India – Show map,rishīkesh,Uttarakhand,India,,2143,30.12958357,78.32530707,http://www.booking.com/hotel/in/hills-heritage.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1490196,Hotel Hills Heritage,Budget Double Room,79554f19295a1bb6bbc85b66e2b9b8f9
47A/3/1. Tiljala Road. Beside No. 4 Park Circus Bridge. Behind Mescab Centre. 700046 Kolkata. India – Show map,kolkata,West Bengal,India,3-star hotel,899,22.53875487,88.37592512,http://www.booking.com/hotel/in/saad.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,496769,Hotel Saad,Standard Double Room,df80166ba0c8d953e035f5db4b7f089f
Opp. Saj Hotel. Panchgani - Mahabaleshwar Road. 412806 Mahābaleshwar. India – Show map,mahābaleshwar,Maharashtra,India,3-star hotel,1099,17.9277743,73.6924916,http://www.booking.com/hotel/in/hirkani-garden-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,551387,Hirkani Garden Hotel,Super Deluxe Double Room,fa74923d1541eaa8a77c1437589caa2e
117. Hanuwant 'A'. Near Bank of Baroda Poata C Road Jodhpur. 342010 Jodhpur. India – Show map,jodhpur,Rajasthan,India,,3562,26.30495,73.054662,http://www.booking.com/hotel/in/oyo-rooms-c-road-paota.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1663095,OYO Rooms C Road Paota,Standard Double or Twin Room with Balcony,e195dc95a7473fd8f01b274cf07adb7b
1 KARIYIL HOUSE KUMARAKOM NORTH PO KOTTAYAM. 686563 Kumarakom. India – Show map,kumarakom,Kerala,India,1 stars,499,9.616056772,76.42826915,http://www.booking.com/hotel/in/swasti-house-boat-2.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1747392,Swasti house boat 2,Deluxe Room,eb6fd33d99aa4a8088caa8f3ecb08275
Exhibition Road. 800001 Patna. India – Show map,patna,Bihar,India,,2597,25.60865584,85.14186233,http://www.booking.com/hotel/in/windsor-patna.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1490526,Hotel Windsor,Budget Double Room,132232a7a4c6b9297f5b52e3722e26df
PAKKALI PALLAM ROAD.CHUNDALE POST. CHUNDALE. WAYANAD. KERALA. INDIA. 673123 Vythiri. India – Show map,vythiri,Kerala,India,,2379,11.56439614,76.07386351,http://www.booking.com/hotel/in/green-garden-home-stay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1491156,Green Garden Home Stay.,Two-Bedroom House,c370bff83e2dde54747185e24526aed3
Sadhu Bela Road. Near Chitra Cinema. 249401 Haridwār. India – Show map,haridwār,Uttarakhand,India,3-star hotel,1059,29.94764648,78.15770924,http://www.booking.com/hotel/in/chitra-grand.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,554825,Chitra Grand,Super Deluxe Double Room,59a0a3da819f6fc3c5fa70d280621e57
